LotID,DateTime,Type,Value
Model011_LOT009,2025-05-19 15:56:46,thickness,3.491
Model011_LOT009,2025-05-19 15:56:46,temperature,28.0
Model011_LOT009,2025-05-19 15:56:46,humidity,37.4
Model011_LOT010,2024-10-03 00:48:46,thickness,2.834
Model011_LOT010,2024-10-03 00:48:46,temperature,57.3
Model011_LOT010,2024-10-03 00:48:46,humidity,81.1
Model011_LOT011,2024-11-21 18:48:46,thickness,0.63
Model011_LOT011,2024-11-21 18:48:46,temperature,68.1
Model011_LOT011,2024-11-21 18:48:46,humidity,75.9
Model011_LOT012,2024-11-11 02:25:46,thickness,9.326
Model011_LOT012,2024-11-11 02:25:46,temperature,28.8
Model011_LOT012,2024-11-11 02:25:46,humidity,68.4
Model011_LOT013,2025-05-15 22:03:46,thickness,7.549
Model011_LOT013,2025-05-15 22:03:46,temperature,39.3
Model011_LOT013,2025-05-15 22:03:46,humidity,55.3
Model011_LOT014,2025-05-09 04:25:46,thickness,8.048
Model011_LOT014,2025-05-09 04:25:46,temperature,49.7
Model011_LOT014,2025-05-09 04:25:46,humidity,62.4
Model011_LOT015,2025-01-01 07:54:46,thickness,9.212
Model011_LOT015,2025-01-01 07:54:46,temperature,42.4
Model011_LOT015,2025-01-01 07:54:46,humidity,35.1
Model011_LOT016,2025-06-30 21:16:46,thickness,9.249
Model011_LOT016,2025-06-30 21:16:46,temperature,80.2
Model011_LOT016,2025-06-30 21:16:46,humidity,86.9
Model012_LOT001,2025-07-25 10:34:46,thickness,8.84
Model012_LOT001,2025-07-25 10:34:46,temperature,42.4
Model012_LOT001,2025-07-25 10:34:46,humidity,47.5
Model012_LOT002,2025-05-12 04:54:46,thickness,7.481
Model012_LOT002,2025-05-12 04:54:46,temperature,61.7
Model012_LOT002,2025-05-12 04:54:46,humidity,71.4
Model012_LOT003,2025-07-24 17:41:46,thickness,7.305
Model012_LOT003,2025-07-24 17:41:46,temperature,22.7
Model012_LOT003,2025-07-24 17:41:46,humidity,67.8
Model012_LOT004,2024-12-11 18:04:46,thickness,6.246
Model012_LOT004,2024-12-11 18:04:46,temperature,20.6
Model012_LOT004,2024-12-11 18:04:46,humidity,77.2
Model012_LOT005,2025-03-17 06:07:46,thickness,5.179
Model012_LOT005,2025-03-17 06:07:46,temperature,74.9
Model012_LOT005,2025-03-17 06:07:46,humidity,25.8
Model012_LOT006,2025-05-10 01:41:46,thickness,0.641
Model012_LOT006,2025-05-10 01:41:46,temperature,45.3
Model012_LOT006,2025-05-10 01:41:46,humidity,42.8
Model012_LOT007,2024-12-17 01:37:46,thickness,6.197
Model012_LOT007,2024-12-17 01:37:46,temperature,82.3
Model012_LOT007,2024-12-17 01:37:46,humidity,81.6
Model012_LOT008,2024-10-09 18:56:46,thickness,8.787
Model012_LOT008,2024-10-09 18:56:46,temperature,61.1
Model012_LOT008,2024-10-09 18:56:46,humidity,44.4
Model012_LOT009,2024-09-26 09:51:46,thickness,5.563
Model012_LOT009,2024-09-26 09:51:46,temperature,28.8
Model012_LOT009,2024-09-26 09:51:46,humidity,90.8
Model012_LOT010,2025-05-11 15:03:46,thickness,9.392
Model012_LOT010,2025-05-11 15:03:46,temperature,36.1
Model012_LOT010,2025-05-11 15:03:46,humidity,50.7
Model012_LOT011,2025-08-30 09:07:46,thickness,7.541
Model012_LOT011,2025-08-30 09:07:46,temperature,63.4
Model012_LOT011,2025-08-30 09:07:46,humidity,36.4
Model012_LOT012,2025-08-06 19:45:46,thickness,3.716
Model012_LOT012,2025-08-06 19:45:46,temperature,82.5
Model012_LOT012,2025-08-06 19:45:46,humidity,73.4
Model012_LOT013,2025-02-02 00:22:46,thickness,2.738
Model012_LOT013,2025-02-02 00:22:46,temperature,69.9
Model012_LOT013,2025-02-02 00:22:46,humidity,32.1
Model012_LOT014,2025-04-04 22:59:46,thickness,5.7
Model012_LOT014,2025-04-04 22:59:46,temperature,50.5
Model012_LOT014,2025-04-04 22:59:46,humidity,52.0
Model012_LOT015,2025-05-07 05:12:46,thickness,0.758
Model012_LOT015,2025-05-07 05:12:46,temperature,64.6
Model012_LOT015,2025-05-07 05:12:46,humidity,76.1
Model012_LOT016,2025-04-16 17:43:46,thickness,3.761
Model012_LOT016,2025-04-16 17:43:46,temperature,52.5
Model012_LOT016,2025-04-16 17:43:46,humidity,81.0
Model012_LOT017,2025-06-29 16:38:46,thickness,9.377
Model012_LOT017,2025-06-29 16:38:46,temperature,78.9
Model012_LOT017,2025-06-29 16:38:46,humidity,52.0
Model012_LOT018,2025-03-08 16:50:46,thickness,3.115
Model012_LOT018,2025-03-08 16:50:46,temperature,42.6
Model012_LOT018,2025-03-08 16:50:46,humidity,83.6
Model012_LOT019,2025-05-17 18:51:46,thickness,3.137
Model012_LOT019,2025-05-17 18:51:46,temperature,77.1
Model012_LOT019,2025-05-17 18:51:46,humidity,51.9
Model012_LOT020,2025-06-16 22:20:46,thickness,7.071
Model012_LOT020,2025-06-16 22:20:46,temperature,40.3
Model012_LOT020,2025-06-16 22:20:46,humidity,60.3
Model012_LOT021,2024-09-05 07:07:46,thickness,3.174
Model012_LOT021,2024-09-05 07:07:46,temperature,46.4
Model012_LOT021,2024-09-05 07:07:46,humidity,57.0
Model013_LOT001,2024-11-04 08:57:46,thickness,4.436
Model013_LOT001,2024-11-04 08:57:46,temperature,72.7
Model013_LOT001,2024-11-04 08:57:46,humidity,23.1
Model013_LOT002,2025-08-02 02:21:46,thickness,0.225
Model013_LOT002,2025-08-02 02:21:46,temperature,23.9
Model013_LOT002,2025-08-02 02:21:46,humidity,72.7
Model013_LOT003,2025-02-04 07:50:46,thickness,4.472
Model013_LOT003,2025-02-04 07:50:46,temperature,19.8
Model013_LOT003,2025-02-04 07:50:46,humidity,89.7
Model013_LOT004,2025-08-01 10:44:46,thickness,1.134
Model013_LOT004,2025-08-01 10:44:46,temperature,63.0
Model013_LOT004,2025-08-01 10:44:46,humidity,75.9
Model013_LOT005,2024-11-25 03:22:46,thickness,7.503
Model013_LOT005,2024-11-25 03:22:46,temperature,45.6
Model013_LOT005,2024-11-25 03:22:46,humidity,68.1
Model013_LOT006,2025-08-21 06:23:46,thickness,5.34
Model013_LOT006,2025-08-21 06:23:46,temperature,53.3
Model013_LOT006,2025-08-21 06:23:46,humidity,48.6
Model013_LOT007,2025-06-24 19:16:46,thickness,0.458
Model013_LOT007,2025-06-24 19:16:46,temperature,77.5
Model013_LOT007,2025-06-24 19:16:46,humidity,74.4
Model013_LOT008,2025-02-14 14:52:46,thickness,6.534
Model013_LOT008,2025-02-14 14:52:46,temperature,45.8
Model013_LOT008,2025-02-14 14:52:46,humidity,70.3
Model013_LOT009,2025-07-20 01:25:46,thickness,0.364
Model013_LOT009,2025-07-20 01:25:46,temperature,61.9
Model013_LOT009,2025-07-20 01:25:46,humidity,48.9
Model013_LOT010,2024-09-09 13:37:46,thickness,7.581
Model013_LOT010,2024-09-09 13:37:46,temperature,21.8
Model013_LOT010,2024-09-09 13:37:46,humidity,28.6
Model013_LOT011,2025-05-08 02:04:46,thickness,2.007
Model013_LOT011,2025-05-08 02:04:46,temperature,67.9
Model013_LOT011,2025-05-08 02:04:46,humidity,24.1
Model013_LOT012,2025-06-13 04:07:46,thickness,0.125
Model013_LOT012,2025-06-13 04:07:46,temperature,36.7
Model013_LOT012,2025-06-13 04:07:46,humidity,31.5
Model013_LOT013,2025-07-21 08:56:46,thickness,1.201
Model013_LOT013,2025-07-21 08:56:46,temperature,21.9
Model013_LOT013,2025-07-21 08:56:46,humidity,46.6
Model013_LOT014,2025-04-07 05:24:46,thickness,9.885
Model013_LOT014,2025-04-07 05:24:46,temperature,77.1
Model013_LOT014,2025-04-07 05:24:46,humidity,77.5
Model013_LOT015,2025-03-23 11:53:46,thickness,3.449
Model013_LOT015,2025-03-23 11:53:46,temperature,44.9
Model013_LOT015,2025-03-23 11:53:46,humidity,29.1
Model013_LOT016,2025-04-09 14:04:46,thickness,2.6
Model013_LOT016,2025-04-09 14:04:46,temperature,48.0
Model013_LOT016,2025-04-09 14:04:46,humidity,49.7
Model013_LOT017,2024-10-02 00:20:46,thickness,6.99
Model013_LOT017,2024-10-02 00:20:46,temperature,19.3
Model013_LOT017,2024-10-02 00:20:46,humidity,28.9
Model014_LOT001,2025-06-24 17:25:46,thickness,4.133
Model014_LOT001,2025-06-24 17:25:46,temperature,29.6
Model014_LOT001,2025-06-24 17:25:46,humidity,29.9
Model014_LOT002,2025-05-29 08:30:46,thickness,8.964
Model014_LOT002,2025-05-29 08:30:46,temperature,39.8
Model014_LOT002,2025-05-29 08:30:46,humidity,37.2
Model014_LOT003,2025-06-22 10:55:46,thickness,6.588
Model014_LOT003,2025-06-22 10:55:46,temperature,53.2
Model014_LOT003,2025-06-22 10:55:46,humidity,21.8
Model014_LOT004,2025-02-08 05:39:46,thickness,4.071
Model014_LOT004,2025-02-08 05:39:46,temperature,65.8
Model014_LOT004,2025-02-08 05:39:46,humidity,47.4
Model014_LOT005,2025-07-24 22:05:46,thickness,0.173
Model014_LOT005,2025-07-24 22:05:46,temperature,40.8
Model014_LOT005,2025-07-24 22:05:46,humidity,26.9
Model015_LOT001,2024-10-08 17:05:46,thickness,8.436
Model015_LOT001,2024-10-08 17:05:46,temperature,49.5
Model015_LOT001,2024-10-08 17:05:46,humidity,87.3
Model015_LOT002,2025-04-08 08:52:46,thickness,3.359
Model015_LOT002,2025-04-08 08:52:46,temperature,85.0
Model015_LOT002,2025-04-08 08:52:46,humidity,87.3
Model015_LOT003,2025-08-19 12:27:46,thickness,2.57
Model015_LOT003,2025-08-19 12:27:46,temperature,56.4
Model015_LOT003,2025-08-19 12:27:46,humidity,94.1
Model015_LOT004,2025-03-04 18:05:46,thickness,1.916
Model015_LOT004,2025-03-04 18:05:46,temperature,47.7
Model015_LOT004,2025-03-04 18:05:46,humidity,91.6
Model015_LOT005,2025-05-18 21:28:46,thickness,1.403
Model015_LOT005,2025-05-18 21:28:46,temperature,82.6
Model015_LOT005,2025-05-18 21:28:46,humidity,41.5
Model015_LOT006,2024-09-22 16:49:46,thickness,9.762
Model015_LOT006,2024-09-22 16:49:46,temperature,70.6
Model015_LOT006,2024-09-22 16:49:46,humidity,20.3
Model015_LOT007,2025-01-18 12:57:46,thickness,6.456
Model015_LOT007,2025-01-18 12:57:46,temperature,31.3
Model015_LOT007,2025-01-18 12:57:46,humidity,39.8
Model015_LOT008,2024-10-18 16:08:46,thickness,4.777
Model015_LOT008,2024-10-18 16:08:46,temperature,43.1
Model015_LOT008,2024-10-18 16:08:46,humidity,79.2
Model015_LOT009,2025-01-25 18:23:46,thickness,6.046
Model015_LOT009,2025-01-25 18:23:46,temperature,81.7
Model015_LOT009,2025-01-25 18:23:46,humidity,37.6
Model015_LOT010,2024-09-06 08:56:46,thickness,2.007
Model015_LOT010,2024-09-06 08:56:46,temperature,80.4
Model015_LOT010,2024-09-06 08:56:46,humidity,58.0
Model015_LOT011,2024-09-17 11:17:46,thickness,8.805
Model015_LOT011,2024-09-17 11:17:46,temperature,42.2
Model015_LOT011,2024-09-17 11:17:46,humidity,54.1
Model015_LOT012,2024-12-22 07:53:46,thickness,3.353
Model015_LOT012,2024-12-22 07:53:46,temperature,34.1
Model015_LOT012,2024-12-22 07:53:46,humidity,73.8
Model015_LOT013,2024-09-23 01:19:46,thickness,7.653
Model015_LOT013,2024-09-23 01:19:46,temperature,43.2
Model015_LOT013,2024-09-23 01:19:46,humidity,46.6
Model016_LOT001,2025-03-11 21:57:46,thickness,4.432
Model016_LOT001,2025-03-11 21:57:46,temperature,41.3
Model016_LOT001,2025-03-11 21:57:46,humidity,48.3
Model016_LOT002,2025-07-28 01:32:46,thickness,2.946
Model016_LOT002,2025-07-28 01:32:46,temperature,20.7
Model016_LOT002,2025-07-28 01:32:46,humidity,23.5
Model016_LOT003,2024-11-28 09:16:46,thickness,5.693
Model016_LOT003,2024-11-28 09:16:46,temperature,75.3
Model016_LOT003,2024-11-28 09:16:46,humidity,22.1
Model016_LOT004,2025-06-09 20:09:46,thickness,4.578
Model016_LOT004,2025-06-09 20:09:46,temperature,76.2
Model016_LOT004,2025-06-09 20:09:46,humidity,43.4
Model016_LOT005,2025-05-06 11:39:46,thickness,3.244
Model016_LOT005,2025-05-06 11:39:46,temperature,74.4
Model016_LOT005,2025-05-06 11:39:46,humidity,31.1
Model016_LOT006,2025-04-23 20:21:46,thickness,4.801
Model016_LOT006,2025-04-23 20:21:46,temperature,68.3
Model016_LOT006,2025-04-23 20:21:46,humidity,55.9
Model016_LOT007,2025-08-19 15:05:46,thickness,9.895
Model016_LOT007,2025-08-19 15:05:46,temperature,59.5
Model016_LOT007,2025-08-19 15:05:46,humidity,24.0
Model016_LOT008,2024-08-30 19:23:46,thickness,7.998
Model016_LOT008,2024-08-30 19:23:46,temperature,84.6
Model016_LOT008,2024-08-30 19:23:46,humidity,58.0
Model016_LOT009,2025-05-25 11:22:46,thickness,6.213
Model016_LOT009,2025-05-25 11:22:46,temperature,66.6
Model016_LOT009,2025-05-25 11:22:46,humidity,62.7
Model016_LOT010,2025-08-15 11:09:46,thickness,2.668
Model016_LOT010,2025-08-15 11:09:46,temperature,27.2
Model016_LOT010,2025-08-15 11:09:46,humidity,78.5
Model016_LOT011,2024-11-07 07:02:46,thickness,9.385
Model016_LOT011,2024-11-07 07:02:46,temperature,74.6
Model016_LOT011,2024-11-07 07:02:46,humidity,32.8
Model016_LOT012,2024-09-15 04:15:46,thickness,8.839
Model016_LOT012,2024-09-15 04:15:46,temperature,35.0
Model016_LOT012,2024-09-15 04:15:46,humidity,30.0
Model016_LOT013,2025-08-12 14:27:46,thickness,6.036
Model016_LOT013,2025-08-12 14:27:46,temperature,74.4
Model016_LOT013,2025-08-12 14:27:46,humidity,77.1
Model016_LOT014,2024-11-02 14:35:46,thickness,8.143
Model016_LOT014,2024-11-02 14:35:46,temperature,33.8
Model016_LOT014,2024-11-02 14:35:46,humidity,28.4
Model016_LOT015,2025-03-25 05:40:46,thickness,2.489
Model016_LOT015,2025-03-25 05:40:46,temperature,20.0
Model016_LOT015,2025-03-25 05:40:46,humidity,48.0
Model017_LOT001,2025-05-06 05:01:46,thickness,3.039
Model017_LOT001,2025-05-06 05:01:46,temperature,66.3
Model017_LOT001,2025-05-06 05:01:46,humidity,63.3
Model017_LOT002,2025-07-06 04:43:46,thickness,0.365
Model017_LOT002,2025-07-06 04:43:46,temperature,35.7
Model017_LOT002,2025-07-06 04:43:46,humidity,73.4
Model017_LOT003,2024-09-02 00:32:46,thickness,0.224
Model017_LOT003,2024-09-02 00:32:46,temperature,45.8
Model017_LOT003,2024-09-02 00:32:46,humidity,83.4
Model017_LOT004,2025-04-15 01:38:46,thickness,4.853
Model017_LOT004,2025-04-15 01:38:46,temperature,83.7
Model017_LOT004,2025-04-15 01:38:46,humidity,42.3
Model017_LOT005,2025-04-16 21:59:46,thickness,0.742
Model017_LOT005,2025-04-16 21:59:46,temperature,50.2
Model017_LOT005,2025-04-16 21:59:46,humidity,55.7
Model017_LOT006,2025-03-19 19:35:46,thickness,1.062
Model017_LOT006,2025-03-19 19:35:46,temperature,23.1
Model017_LOT006,2025-03-19 19:35:46,humidity,22.7
Model017_LOT007,2025-08-07 14:53:46,thickness,1.206
Model017_LOT007,2025-08-07 14:53:46,temperature,17.5
Model017_LOT007,2025-08-07 14:53:46,humidity,29.7
Model017_LOT008,2025-06-12 14:20:46,thickness,2.802
Model017_LOT008,2025-06-12 14:20:46,temperature,19.4
Model017_LOT008,2025-06-12 14:20:46,humidity,24.6
Model017_LOT009,2025-07-15 09:58:46,thickness,2.599
Model017_LOT009,2025-07-15 09:58:46,temperature,43.8
Model017_LOT009,2025-07-15 09:58:46,humidity,49.2
Model017_LOT010,2025-07-08 13:25:46,thickness,0.327
Model017_LOT010,2025-07-08 13:25:46,temperature,27.1
Model017_LOT010,2025-07-08 13:25:46,humidity,73.1
Model017_LOT011,2025-01-14 09:40:46,thickness,7.522
Model017_LOT011,2025-01-14 09:40:46,temperature,27.5
Model017_LOT011,2025-01-14 09:40:46,humidity,64.6
Model017_LOT012,2024-11-18 08:15:46,thickness,3.913
Model017_LOT012,2024-11-18 08:15:46,temperature,80.6
Model017_LOT012,2024-11-18 08:15:46,humidity,78.2
Model017_LOT013,2024-09-24 22:08:46,thickness,8.985
Model017_LOT013,2024-09-24 22:08:46,temperature,39.8
Model017_LOT013,2024-09-24 22:08:46,humidity,87.2
Model017_LOT014,2024-11-29 22:13:46,thickness,1.534
Model017_LOT014,2024-11-29 22:13:46,temperature,23.8
Model017_LOT014,2024-11-29 22:13:46,humidity,70.0
Model017_LOT015,2025-08-18 06:37:46,thickness,5.759
Model017_LOT015,2025-08-18 06:37:46,temperature,70.8
Model017_LOT015,2025-08-18 06:37:46,humidity,22.7
Model017_LOT016,2025-02-12 23:22:46,thickness,7.416
Model017_LOT016,2025-02-12 23:22:46,temperature,17.7
Model017_LOT016,2025-02-12 23:22:46,humidity,79.5
Model017_LOT017,2025-05-31 21:29:46,thickness,2.582
Model017_LOT017,2025-05-31 21:29:46,temperature,72.6
Model017_LOT017,2025-05-31 21:29:46,humidity,93.0
Model017_LOT018,2024-11-21 04:22:46,thickness,5.064
Model017_LOT018,2024-11-21 04:22:46,temperature,24.9
Model017_LOT018,2024-11-21 04:22:46,humidity,64.3
Model017_LOT019,2024-09-11 07:16:46,thickness,5.977
Model017_LOT019,2024-09-11 07:16:46,temperature,52.4
Model017_LOT019,2024-09-11 07:16:46,humidity,57.3
Model018_LOT001,2025-06-09 08:50:46,thickness,3.492
Model018_LOT001,2025-06-09 08:50:46,temperature,16.6
Model018_LOT001,2025-06-09 08:50:46,humidity,54.9
Model018_LOT002,2025-03-18 20:36:46,thickness,2.204
Model018_LOT002,2025-03-18 20:36:46,temperature,15.8
Model018_LOT002,2025-03-18 20:36:46,humidity,44.3
Model018_LOT003,2025-05-27 15:30:46,thickness,5.26
Model018_LOT003,2025-05-27 15:30:46,temperature,19.6
Model018_LOT003,2025-05-27 15:30:46,humidity,51.0
Model018_LOT004,2025-02-26 08:47:46,thickness,1.134
Model018_LOT004,2025-02-26 08:47:46,temperature,76.5
Model018_LOT004,2025-02-26 08:47:46,humidity,82.3
Model018_LOT005,2025-06-06 11:23:46,thickness,4.94
Model018_LOT005,2025-06-06 11:23:46,temperature,41.9
Model018_LOT005,2025-06-06 11:23:46,humidity,94.2
Model018_LOT006,2024-09-19 03:18:46,thickness,9.429
Model018_LOT006,2024-09-19 03:18:46,temperature,76.7
Model018_LOT006,2024-09-19 03:18:46,humidity,41.8
Model018_LOT007,2025-02-08 01:08:46,thickness,9.189
Model018_LOT007,2025-02-08 01:08:46,temperature,58.2
Model018_LOT007,2025-02-08 01:08:46,humidity,36.7
Model018_LOT008,2024-09-18 15:31:46,thickness,4.132
Model018_LOT008,2024-09-18 15:31:46,temperature,26.1
Model018_LOT008,2024-09-18 15:31:46,humidity,85.1
Model018_LOT009,2025-03-29 14:47:46,thickness,2.369
Model018_LOT009,2025-03-29 14:47:46,temperature,49.1
Model018_LOT009,2025-03-29 14:47:46,humidity,20.4
Model018_LOT010,2025-02-25 09:41:46,thickness,2.275
Model018_LOT010,2025-02-25 09:41:46,temperature,39.0
Model018_LOT010,2025-02-25 09:41:46,humidity,45.3
Model018_LOT011,2024-12-30 12:25:46,thickness,1.525
Model018_LOT011,2024-12-30 12:25:46,temperature,48.9
Model018_LOT011,2024-12-30 12:25:46,humidity,27.7
Model018_LOT012,2025-08-25 11:22:46,thickness,7.775
Model018_LOT012,2025-08-25 11:22:46,temperature,19.2
Model018_LOT012,2025-08-25 11:22:46,humidity,44.4
Model018_LOT013,2024-09-16 17:00:46,thickness,1.45
Model018_LOT013,2024-09-16 17:00:46,temperature,81.0
Model018_LOT013,2024-09-16 17:00:46,humidity,31.8
Model019_LOT001,2025-05-07 09:37:46,thickness,1.826
Model019_LOT001,2025-05-07 09:37:46,temperature,67.4
Model019_LOT001,2025-05-07 09:37:46,humidity,41.7
Model019_LOT002,2024-09-07 06:37:46,thickness,2.707
Model019_LOT002,2024-09-07 06:37:46,temperature,84.4
Model019_LOT002,2024-09-07 06:37:46,humidity,49.0
Model019_LOT003,2025-02-19 22:14:46,thickness,7.661
Model019_LOT003,2025-02-19 22:14:46,temperature,30.1
Model019_LOT003,2025-02-19 22:14:46,humidity,34.7
Model019_LOT004,2025-04-26 14:35:46,thickness,7.9
Model019_LOT004,2025-04-26 14:35:46,temperature,44.8
Model019_LOT004,2025-04-26 14:35:46,humidity,35.3
Model019_LOT005,2025-02-13 15:44:46,thickness,1.53
Model019_LOT005,2025-02-13 15:44:46,temperature,45.8
Model019_LOT005,2025-02-13 15:44:46,humidity,93.9
Model019_LOT006,2025-08-25 23:27:46,thickness,6.687
Model019_LOT006,2025-08-25 23:27:46,temperature,76.3
Model019_LOT006,2025-08-25 23:27:46,humidity,32.4
Model019_LOT007,2025-03-09 19:15:46,thickness,7.363
Model019_LOT007,2025-03-09 19:15:46,temperature,84.0
Model019_LOT007,2025-03-09 19:15:46,humidity,49.5
Model019_LOT008,2024-10-26 03:55:46,thickness,6.872
Model019_LOT008,2024-10-26 03:55:46,temperature,35.2
Model019_LOT008,2024-10-26 03:55:46,humidity,58.5
Model019_LOT009,2025-03-02 12:12:46,thickness,1.568
Model019_LOT009,2025-03-02 12:12:46,temperature,66.2
Model019_LOT009,2025-03-02 12:12:46,humidity,71.6
Model019_LOT010,2024-11-01 16:49:46,thickness,1.086
Model019_LOT010,2024-11-01 16:49:46,temperature,75.0
Model019_LOT010,2024-11-01 16:49:46,humidity,71.0
Model019_LOT011,2024-11-01 16:51:46,thickness,5.842
Model019_LOT011,2024-11-01 16:51:46,temperature,75.8
Model019_LOT011,2024-11-01 16:51:46,humidity,45.8
Model019_LOT012,2025-08-26 02:19:46,thickness,7.737
Model019_LOT012,2025-08-26 02:19:46,temperature,37.7
Model019_LOT012,2025-08-26 02:19:46,humidity,68.1
Model019_LOT013,2025-03-27 04:40:46,thickness,4.054
Model019_LOT013,2025-03-27 04:40:46,temperature,84.1
Model019_LOT013,2025-03-27 04:40:46,humidity,42.7
Model019_LOT014,2025-05-12 07:30:46,thickness,3.241
Model019_LOT014,2025-05-12 07:30:46,temperature,83.0
Model019_LOT014,2025-05-12 07:30:46,humidity,83.1
Model019_LOT015,2025-01-06 12:55:46,thickness,0.359
Model019_LOT015,2025-01-06 12:55:46,temperature,58.9
Model019_LOT015,2025-01-06 12:55:46,humidity,43.7
Model019_LOT016,2025-08-01 12:30:46,thickness,6.329
Model019_LOT016,2025-08-01 12:30:46,temperature,59.1
Model019_LOT016,2025-08-01 12:30:46,humidity,21.8
Model019_LOT017,2025-02-26 09:08:46,thickness,7.234
Model019_LOT017,2025-02-26 09:08:46,temperature,70.2
Model019_LOT017,2025-02-26 09:08:46,humidity,35.0
Model019_LOT018,2024-12-07 17:30:46,thickness,1.693
Model019_LOT018,2024-12-07 17:30:46,temperature,17.4
Model019_LOT018,2024-12-07 17:30:46,humidity,67.8
Model019_LOT019,2024-09-23 22:27:46,thickness,9.539
Model019_LOT019,2024-09-23 22:27:46,temperature,63.5
Model019_LOT019,2024-09-23 22:27:46,humidity,53.8
Model019_LOT020,2024-10-04 22:22:46,thickness,5.582
Model019_LOT020,2024-10-04 22:22:46,temperature,34.7
Model019_LOT020,2024-10-04 22:22:46,humidity,24.8
Model019_LOT021,2024-11-29 10:52:46,thickness,8.364
Model019_LOT021,2024-11-29 10:52:46,temperature,42.5
Model019_LOT021,2024-11-29 10:52:46,humidity,54.6
Model020_LOT001,2025-02-19 08:26:46,thickness,0.637
Model020_LOT001,2025-02-19 08:26:46,temperature,47.3
Model020_LOT001,2025-02-19 08:26:46,humidity,86.2
Model020_LOT002,2025-04-15 23:03:46,thickness,5.651
Model020_LOT002,2025-04-15 23:03:46,temperature,27.2
Model020_LOT002,2025-04-15 23:03:46,humidity,72.5
Model020_LOT003,2025-02-04 00:05:46,thickness,6.202
Model020_LOT003,2025-02-04 00:05:46,temperature,64.5
Model020_LOT003,2025-02-04 00:05:46,humidity,78.0
Model020_LOT004,2024-10-12 10:11:46,thickness,2.528
Model020_LOT004,2024-10-12 10:11:46,temperature,56.3
Model020_LOT004,2024-10-12 10:11:46,humidity,89.9
Model020_LOT005,2024-10-09 18:19:46,thickness,9.352
Model020_LOT005,2024-10-09 18:19:46,temperature,82.5
Model020_LOT005,2024-10-09 18:19:46,humidity,41.1
Model020_LOT006,2025-02-20 08:37:46,thickness,2.913
Model020_LOT006,2025-02-20 08:37:46,temperature,49.9
Model020_LOT006,2025-02-20 08:37:46,humidity,42.1
Model020_LOT007,2025-06-22 17:55:46,thickness,0.311
Model020_LOT007,2025-06-22 17:55:46,temperature,33.9
Model020_LOT007,2025-06-22 17:55:46,humidity,21.8
Model020_LOT008,2025-08-22 05:27:46,thickness,9.723
Model020_LOT008,2025-08-22 05:27:46,temperature,72.5
Model020_LOT008,2025-08-22 05:27:46,humidity,20.1
Model020_LOT009,2025-07-31 18:34:46,thickness,6.686
Model020_LOT009,2025-07-31 18:34:46,temperature,68.2
Model020_LOT009,2025-07-31 18:34:46,humidity,82.2
Model020_LOT010,2025-07-17 15:07:46,thickness,1.045
Model020_LOT010,2025-07-17 15:07:46,temperature,67.9
Model020_LOT010,2025-07-17 15:07:46,humidity,47.2
Model021_LOT001,2024-11-13 19:29:46,thickness,6.764
Model021_LOT001,2024-11-13 19:29:46,temperature,65.7
Model021_LOT001,2024-11-13 19:29:46,humidity,55.8
Model021_LOT002,2024-11-23 10:52:46,thickness,3.356
Model021_LOT002,2024-11-23 10:52:46,temperature,46.9
Model021_LOT002,2024-11-23 10:52:46,humidity,61.6
Model021_LOT003,2025-06-13 00:02:46,thickness,5.594
Model021_LOT003,2025-06-13 00:02:46,temperature,42.0
Model021_LOT003,2025-06-13 00:02:46,humidity,80.1
Model021_LOT004,2025-01-23 22:57:46,thickness,7.316
Model021_LOT004,2025-01-23 22:57:46,temperature,76.1
Model021_LOT004,2025-01-23 22:57:46,humidity,31.0
Model021_LOT005,2024-12-10 17:35:46,thickness,4.403
Model021_LOT005,2024-12-10 17:35:46,temperature,19.4
Model021_LOT005,2024-12-10 17:35:46,humidity,45.9
Model021_LOT006,2024-12-02 06:48:46,thickness,4.477
Model021_LOT006,2024-12-02 06:48:46,temperature,48.2
Model021_LOT006,2024-12-02 06:48:46,humidity,78.3
Model021_LOT007,2025-01-24 13:48:46,thickness,0.803
Model021_LOT007,2025-01-24 13:48:46,temperature,69.9
Model021_LOT007,2025-01-24 13:48:46,humidity,61.7
Model021_LOT008,2025-06-13 21:39:46,thickness,8.943
Model021_LOT008,2025-06-13 21:39:46,temperature,66.1
Model021_LOT008,2025-06-13 21:39:46,humidity,51.7
Model021_LOT009,2025-07-09 22:05:46,thickness,4.501
Model021_LOT009,2025-07-09 22:05:46,temperature,58.3
Model021_LOT009,2025-07-09 22:05:46,humidity,47.3
Model021_LOT010,2025-02-23 09:12:46,thickness,4.836
Model021_LOT010,2025-02-23 09:12:46,temperature,71.8
Model021_LOT010,2025-02-23 09:12:46,humidity,36.2
Model021_LOT011,2024-09-22 21:46:46,thickness,9.998
Model021_LOT011,2024-09-22 21:46:46,temperature,46.5
Model021_LOT011,2024-09-22 21:46:46,humidity,72.2
Model021_LOT012,2025-02-21 22:14:46,thickness,6.727
Model021_LOT012,2025-02-21 22:14:46,temperature,35.4
Model021_LOT012,2025-02-21 22:14:46,humidity,63.9
Model021_LOT013,2025-01-12 17:22:46,thickness,2.298
Model021_LOT013,2025-01-12 17:22:46,temperature,42.3
Model021_LOT013,2025-01-12 17:22:46,humidity,37.9
Model021_LOT014,2025-01-12 21:18:46,thickness,0.805
